agency,budget_type,appropriation_id,enacted_amount,enacted_type,text,page,description,year
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53186,17112500.0,appropriation,"34 thereof (53186) ............................. 17,112,500",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53186,17112500.0,appropriation,"34 thereof (53186) ............................. 17,112,500",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53187,21359400.0,appropriation,"37 expenses thereof (53187) .................... 21,359,400",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53187,21359400.0,appropriation,"37 expenses thereof (53187) .................... 21,359,400",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53187,21359400.0,appropriation,"37 expenses thereof (53187) .................... 21,359,400",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53188,31944800.0,appropriation,"40 eof (53188) ................................. 31,944,800",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53188,31944800.0,appropriation,"40 eof (53188) ................................. 31,944,800",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53188,31944800.0,appropriation,"40 eof (53188) ................................. 31,944,800",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53189,25134600.0,appropriation,"2 tor of the budget (53189) ................... 25,134,600",1367,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53189,25134600.0,appropriation,"2 tor of the budget (53189) ................... 25,134,600",1367,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53189,25134600.0,appropriation,"2 tor of the budget (53189) ................... 25,134,600",1367,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53192,2195400.0,appropriation,"43 ating authority (53192) ...................... 2,195,400",1367,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53192,2195400.0,appropriation,"43 ating authority (53192) ...................... 2,195,400",1367,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53192,2195400.0,appropriation,"43 ating authority (53192) ...................... 2,195,400",1367,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53193,3666600.0,appropriation,"5 (53193) ...................................... 3,666,600",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53193,3666600.0,appropriation,"5 (53193) ...................................... 3,666,600",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53193,3666600.0,appropriation,"5 (53193) ...................................... 3,666,600",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53198,309000.0,appropriation,"9 (53198) ........................................ 309,000",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53198,309000.0,appropriation,"9 (53198) ........................................ 309,000",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53198,309000.0,appropriation,"9 (53198) ........................................ 309,000",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53199,261100.0,appropriation,"14 contract (53199) ............................... 261,100",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53199,261100.0,appropriation,"14 contract (53199) ............................... 261,100",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53199,261100.0,appropriation,"14 contract (53199) ............................... 261,100",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53200,211200.0,appropriation,"18 services (53200) ............................... 211,200",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53200,211200.0,appropriation,"18 services (53200) ............................... 211,200",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53200,211200.0,appropriation,"18 services (53200) ............................... 211,200",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53201,74800.0,appropriation,"23 (53201) ......................................... 74,800",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53201,74800.0,appropriation,"23 (53201) ......................................... 74,800",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53201,74800.0,appropriation,"23 (53201) ......................................... 74,800",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53202,737100.0,appropriation,"28 (53202) ........................................ 737,100",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53202,737100.0,appropriation,"28 (53202) ........................................ 737,100",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53202,737100.0,appropriation,"28 (53202) ........................................ 737,100",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53203,207600.0,appropriation,"39 (53203) ........................................ 207,600",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53203,207600.0,appropriation,"39 (53203) ........................................ 207,600",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53203,207600.0,appropriation,"39 (53203) ........................................ 207,600",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53194,1389300.0,appropriation,"42 eof (53194) .................................. 1,389,300",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53194,1389300.0,appropriation,"42 eof (53194) .................................. 1,389,300",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53194,1389300.0,appropriation,"42 eof (53194) .................................. 1,389,300",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53195,2192500.0,appropriation,"45 thereof (53195) .............................. 2,192,500",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53195,2192500.0,appropriation,"45 thereof (53195) .............................. 2,192,500",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53195,2192500.0,appropriation,"45 thereof (53195) .............................. 2,192,500",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53196,2740500.0,appropriation,"48 expenses thereof (53196) ..................... 2,740,500",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53196,2740500.0,appropriation,"48 expenses thereof (53196) ..................... 2,740,500",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53196,2740500.0,appropriation,"48 expenses thereof (53196) ..................... 2,740,500",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53197,2854000.0,appropriation,"51 eof (53197) .................................. 2,854,000",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53197,2854000.0,appropriation,"51 eof (53197) .................................. 2,854,000",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53197,2854000.0,appropriation,"51 eof (53197) .................................. 2,854,000",1368,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53204,2040700.0,appropriation,"11 (53204) ...................................... 2,040,700",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53204,2040700.0,appropriation,"11 (53204) ...................................... 2,040,700",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53204,2040700.0,appropriation,"11 (53204) ...................................... 2,040,700",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53192,156476600.0,appropriation,"30 ating authority (53192) .................... 156,476,600",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53192,156476600.0,appropriation,"30 ating authority (53192) .................... 156,476,600",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53192,156476600.0,appropriation,"30 ating authority (53192) .................... 156,476,600",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53193,25585400.0,appropriation,"41 (53193) ..................................... 25,585,400",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53193,25585400.0,appropriation,"41 (53193) ..................................... 25,585,400",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53193,25585400.0,appropriation,"41 (53193) ..................................... 25,585,400",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53198,2462700.0,appropriation,"44 (53198) ...................................... 2,462,700",1369,Enacted appropriation should appear as reappropriation in executive budget,2025
